Index,id,Age,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Gender_Male,Customer Type_disloyal Customer,Type of Travel_Personal Travel,satisfaction_satisfied
27720,49843,-0.6255749137523153,2,1.6897075710288039,3,3,3,3,4,5,4,4,4,2,2,4,4,4,-0.5419590692304329,0,0,0,1
27721,84344,1.030477750054024,2,-0.5266725215571768,2,2,2,2,3,5,5,4,4,5,4,3,4,5,-0.7298492686649699,0,0,0,1
27722,43994,0.034361822134250174,2,-0.9145836003727396,5,5,5,5,3,5,3,3,1,1,1,4,2,3,-0.7298492686649699,0,1,0,1
27723,45013,1.7641685867713024,0,-1.2742481299668138,2,5,2,3,3,2,3,3,3,5,4,5,4,3,-0.048475595037772844,1,0,1,0
27724,103476,0.10055347219059227,2,1.479780191064775,1,1,1,1,4,5,4,2,2,2,2,3,2,5,-0.20182380703922256,1,0,0,1
27725,37594,-1.0859046644234112,0,-0.5004773749151067,3,2,3,3,3,3,3,3,1,4,4,2,3,3,1.47279603063545,0,1,0,0
27726,66712,-0.9544920321499282,0,-0.1574423713343216,3,3,3,3,5,3,5,5,4,2,1,1,3,5,1.1677987195822834,0,1,0,0
27727,74653,-1.807369731343213,0,0.4300200970918419,2,5,2,2,5,2,4,5,3,5,4,3,5,5,-0.7298492686649699,0,0,1,0
27728,82847,0.4320404515277272,2,-0.42696489090455675,1,1,1,1,2,5,5,4,4,4,4,3,4,3,-0.7298492686649699,0,0,0,1
27729,2479,-1.2828760678960234,0,0.5775029881816256,3,4,4,1,2,3,2,2,3,5,4,3,4,2,-0.7298492686649699,1,1,0,0
27730,43447,-1.0202086092434266,0,-0.366028021468792,5,2,2,2,5,5,4,5,4,5,2,4,3,5,-0.7298492686649699,1,0,0,1
27731,86332,-2.069251229125417,2,-0.22323825497612595,1,5,1,5,3,1,3,3,5,5,4,4,5,3,-0.048475595037772844,0,0,1,0
27732,69504,-0.8229944565168262,2,0.8818004262709621,1,1,4,1,4,5,5,4,3,5,4,5,4,5,2.0256066439003746,1,0,0,1
27733,107491,-0.8229944565168262,0,-0.309974304605009,1,1,1,4,1,1,2,1,4,1,3,2,3,1,-0.7298492686649699,0,1,0,0
27734,13797,-0.0317896411453543,2,1.6819693823737483,3,1,1,1,1,4,3,3,3,3,3,3,3,3,-0.7298492686649699,1,0,0,0
27735,107937,0.23304824810637165,2,-1.330307174328738,4,5,5,5,2,3,3,3,3,3,4,3,3,3,1.7275884592268087,0,0,0,0
27736,48108,1.6306162696223192,2,0.7724156360359713,3,3,3,3,3,2,5,5,5,5,5,5,5,3,-0.7298492686649699,0,0,0,1
27737,59941,1.363707633895261,2,0.2522488071629555,2,1,4,1,1,3,3,2,2,2,2,3,2,3,-0.048475595037772844,0,0,0,0
27738,78005,1.0970847955459035,2,-1.0549773847429875,5,5,5,5,4,4,5,4,4,4,4,4,4,4,-0.7298492686649699,0,0,0,1
27739,35056,0.2993473541333881,2,0.20290169877017483,4,4,4,4,3,4,5,5,5,5,5,5,5,4,1.8597858582566427,1,0,0,1
27740,119975,0.4984315037334507,0,-0.05316217461750949,1,5,1,2,1,1,4,5,5,1,5,2,5,5,-0.7298492686649699,0,0,1,0
27741,7188,0.4984315037334507,2,0.804710948150777,2,4,3,4,4,3,3,3,3,3,2,4,3,2,-0.7298492686649699,0,0,0,0
27742,33340,0.4984315037334507,2,1.3479166408955108,3,3,3,3,5,4,3,3,3,3,3,2,3,2,-0.7298492686649699,0,0,0,0
27743,124376,-0.7572119011563379,2,-0.8913431248973417,1,0,0,1,1,0,1,1,3,5,1,2,3,1,-0.7298492686649699,0,1,0,0
27744,75341,-0.42792450385976155,0,1.3234380836986912,3,4,3,2,3,3,3,3,3,4,4,3,5,3,-0.7298492686649699,0,0,1,0
27745,45647,-1.3484962161230953,0,-1.2166157768725285,4,5,0,2,3,0,3,3,1,1,4,2,2,3,-0.7298492686649699,1,0,1,0
27746,111475,-0.8229944565168262,1,0.17218259723268303,3,1,3,2,5,3,5,5,3,1,2,4,2,5,-0.7298492686649699,0,0,1,0
27747,67853,-1.7418634741468217,0,0.39661116347332054,2,1,2,4,1,2,1,1,1,1,3,1,4,1,-0.5419590692304329,0,0,1,0
27748,110040,0.6312962199425015,2,1.0411766120309707,2,2,2,2,4,4,4,2,2,2,2,4,2,4,1.569868175921864,1,0,0,1
27749,93008,0.23304824810637165,2,0.7081647763257127,2,2,2,2,4,5,5,2,2,2,2,4,2,4,-0.7298492686649699,0,0,0,1
27750,26924,-0.7572119011563379,0,0.901832529902527,4,4,3,5,3,3,3,3,3,4,4,4,4,3,-0.7298492686649699,0,0,1,1
27751,67498,-1.3484962161230953,1,-0.43422746458860023,1,4,0,4,4,0,4,4,2,1,3,1,3,4,-0.7298492686649699,0,0,1,0
27752,109668,1.2970238717682996,0,-0.8913431248973417,3,1,2,4,4,2,4,4,2,4,3,4,3,4,1.217322124444035,0,1,0,0
27753,43594,0.2993473541333881,0,-1.5518503025483537,4,3,4,3,4,4,4,4,3,4,3,5,5,4,1.6275742547211478,1,0,0,1
27754,28032,2.031453905197706,1,-0.22156945318796778,3,5,3,5,1,3,1,1,4,2,4,4,5,1,-0.7298492686649699,1,0,1,0
27755,65453,1.363707633895261,2,0.9004140320189084,2,5,5,5,5,4,3,2,2,2,2,3,2,4,-0.7298492686649699,0,0,0,0
27756,90251,0.8973264600105243,1,0.2973848277532456,3,5,3,3,4,5,5,3,3,3,3,4,3,3,-0.7298492686649699,0,0,1,0
27757,107373,0.1667829885755603,1,-0.5398607179371889,0,4,0,4,2,5,5,2,2,0,2,5,2,5,-0.7298492686649699,0,0,1,1
27758,30455,-0.5597185348102248,0,0.12698484609664715,0,0,0,3,4,0,4,4,1,3,3,4,2,4,-0.7298492686649699,1,0,0,1
27759,61774,0.8973264600105243,0,0.6910543261027392,1,3,1,4,4,1,3,4,4,3,4,2,3,4,-0.7298492686649699,1,0,1,0
27760,29241,-0.6914056986124645,2,-0.04547921362353393,3,3,3,3,5,5,5,5,5,4,3,2,4,5,-0.7298492686649699,0,0,0,1
27761,117090,2.6336364026378813,2,-1.070409512658255,3,3,3,3,1,2,2,3,3,3,3,4,3,1,1.1138811904988208,0,0,0,0
27762,270,1.2970238717682996,2,-0.1574423713343216,2,2,2,2,2,5,5,4,4,4,4,5,4,4,-0.7298492686649699,0,0,0,1
27763,59552,-0.6914056986124645,2,-0.07483700304663204,4,5,5,3,1,5,1,1,5,2,5,5,4,1,-0.7298492686649699,1,1,0,0
27764,11671,0.10055347219059227,1,0.29244717936904935,2,4,2,3,1,2,1,1,4,2,4,1,3,1,1.4440058449418929,1,0,1,0
27765,84881,-0.6914056986124645,0,-0.7409088152968876,1,3,1,4,5,1,5,5,1,5,3,4,4,5,-0.7298492686649699,1,0,1,0
27766,119515,0.034361822134250174,0,-0.006020051117271257,3,1,1,1,3,3,3,3,4,5,3,1,4,3,-0.7298492686649699,0,0,0,0
27767,3005,0.8307836450921969,2,0.028198310539538352,3,3,3,3,2,4,4,5,5,5,5,4,5,3,1.6604644951483765,1,0,0,1
27768,28076,0.3656786020597645,1,1.3507047222066126,4,5,5,5,4,4,4,5,5,3,5,4,1,4,-0.7298492686649699,0,0,0,1
27769,65,-1.0202086092434266,0,-1.5790458724023624,0,0,0,1,5,0,5,5,5,5,4,3,5,5,-0.7298492686649699,1,1,0,1
27770,75571,-0.6255749137523153,0,-1.0439916932118236,4,3,3,3,4,4,4,4,1,2,2,2,1,4,-0.7298492686649699,1,0,0,0
27771,27259,0.034361822134250174,2,0.07473339659038307,3,3,3,3,5,5,5,5,5,5,5,5,5,3,-0.7298492686649699,0,0,0,1
27772,118572,0.23304824810637165,2,1.2391877726584735,4,4,4,4,3,5,4,4,4,4,4,3,4,3,-0.7298492686649699,1,0,0,1
27773,120354,1.1637118969859905,2,-0.8060403983691248,4,4,4,4,3,5,5,4,4,4,4,4,4,3,-0.7298492686649699,0,0,0,1
27774,59416,1.9646108475406683,0,1.2722019020483437,1,4,1,3,3,1,3,3,4,3,3,4,5,3,0.35098690532699,1,0,1,0
27775,98023,-1.0859046644234112,0,0.1586260787925598,4,3,3,3,5,3,5,5,4,4,3,3,3,5,1.0550524307525049,0,1,0,0
27776,98149,-1.1515808545526753,0,-0.2517955644339509,3,3,3,2,4,3,4,4,4,4,3,2,2,4,1.985096005289836,0,1,0,0
27777,66736,-1.0859046644234112,0,-0.1574423713343216,3,4,3,5,4,3,4,4,4,3,2,5,2,4,0.35098690532699,0,0,1,0
27778,26704,0.5648504827397484,0,-0.8955575098555253,3,4,3,5,5,3,5,5,4,5,4,5,1,5,-0.7298492686649699,1,0,1,0
27779,124410,0.6312962199425015,2,1.4409146286709746,3,3,3,3,2,5,4,4,4,4,4,5,4,3,1.4440058449418929,1,0,0,1
27780,48137,-0.8887542315728034,0,-1.420534814159764,0,0,0,5,4,0,4,4,2,4,3,3,4,4,-0.7298492686649699,1,1,0,1
27781,92291,-0.0317896411453543,2,0.9298144706325738,1,1,1,5,5,1,5,5,3,5,3,3,5,5,1.6445194663959475,0,1,0,0
27782,101012,1.9646108475406683,2,0.9353240363701733,1,3,3,3,3,2,2,1,1,1,1,4,1,4,-0.7298492686649699,1,0,0,0
27783,90018,-1.2172377959228748,0,0.3266043870285338,4,5,5,1,2,5,2,2,3,2,4,5,5,2,0.09443601915974761,1,1,0,1
27784,62396,-1.0859046644234112,0,1.4146143156593465,2,4,2,4,3,2,3,3,4,5,4,5,4,3,0.09443601915974761,1,0,1,0
27785,92167,1.0970847955459035,2,1.0986823270524646,5,5,5,5,2,4,5,3,3,2,3,3,3,3,-0.7298492686649699,1,0,0,1
27786,47212,-2.069251229125417,0,0.07473339659038307,3,3,3,3,3,3,3,3,3,2,4,3,3,3,-0.048475595037772844,1,0,1,0
27787,99787,0.9638914079286166,2,1.6300327665144474,5,5,2,5,3,4,5,4,4,4,4,3,4,3,-0.7298492686649699,1,0,0,1
27788,26247,-0.0317896411453543,1,-0.8997768527448387,5,2,2,2,5,5,5,5,3,5,3,3,4,5,-0.7298492686649699,1,0,0,1
27789,10970,2.3658728183898377,0,-1.664060260351213,2,4,4,4,5,3,4,2,2,2,2,3,2,3,-0.7298492686649699,0,0,0,0
27790,41150,-0.9544920321499282,0,-0.3873727482950625,2,4,1,2,1,1,1,1,3,4,4,4,4,1,-0.048475595037772844,0,0,1,0
27791,65777,0.10055347219059227,2,0.5870383682514807,4,4,4,5,5,4,5,5,5,5,5,3,5,5,-0.7298492686649699,1,1,0,1
27792,55882,0.1667829885755603,2,-0.7570729194519458,1,1,3,1,2,5,5,5,5,5,5,3,5,3,-0.20182380703922256,1,0,0,1
27793,87784,1.2970238717682996,2,-1.3232605657062309,4,4,2,4,3,5,5,3,3,4,4,3,3,5,0.5717532519075998,1,0,0,1
27794,89743,1.8977820570897124,0,0.06898475323472174,4,3,4,4,4,4,4,4,3,4,2,2,3,4,-0.7298492686649699,1,0,1,0
27795,112675,1.1637118969859905,2,-0.37845758738250546,2,2,2,2,3,4,4,5,5,5,5,3,5,5,1.217322124444035,0,0,0,1
27796,52674,0.034361822134250174,0,-1.4518153745751017,2,5,0,1,4,0,4,4,5,5,5,3,4,4,-0.7298492686649699,1,0,1,0
27797,49905,0.8307836450921969,0,-1.1081409474635733,5,3,3,3,4,5,4,4,3,5,2,2,2,4,-0.7298492686649699,1,0,0,1
27798,83466,-1.7418634741468217,2,0.06321661799577855,1,4,4,4,1,1,1,1,4,3,4,4,4,1,1.818021690455112,0,0,0,0
27799,80701,0.8307836450921969,0,-0.24673027510054352,2,3,2,3,5,3,4,5,5,2,5,2,5,4,-0.7298492686649699,0,0,1,0
27800,27640,-0.16397357768671336,1,-0.5970662002947219,1,1,1,4,3,1,3,3,1,5,4,3,4,3,-0.7298492686649699,0,1,0,0
27801,9086,-2.1346873125381602,0,-1.3279570592221266,3,3,0,4,2,0,2,2,1,3,4,3,3,2,-0.7298492686649699,1,0,1,0
27802,38172,2.031453905197706,0,0.25988045376095387,2,1,2,3,5,4,3,5,5,2,5,2,5,1,1.919579629328697,0,0,1,0
27803,63386,-1.6108054561551264,0,-0.9679608321009655,2,3,2,2,1,2,1,1,3,3,2,3,3,1,-0.048475595037772844,1,0,1,0
27804,78071,-0.16397357768671336,2,1.2267318273101895,1,1,1,1,2,4,4,5,5,5,5,4,5,4,-0.7298492686649699,1,0,0,1
27805,38405,-0.09790067170815119,1,0.887562234652476,2,1,1,4,2,1,2,2,3,2,3,2,4,2,-0.7298492686649699,0,1,0,0
27806,5096,0.10055347219059227,0,-1.3021879944595078,2,2,2,3,4,2,4,4,1,2,3,2,3,4,-0.36613702844948015,0,0,1,0
27807,76886,0.7642637550999931,2,1.2836403810600063,5,5,5,5,2,5,5,2,2,2,2,5,2,5,-0.7298492686649699,0,0,0,1
27808,53920,-0.42792450385976155,1,-1.3775710933163028,4,1,1,1,4,4,4,4,1,1,5,4,3,4,0.8438074606772864,1,0,0,1
27809,120321,-1.0859046644234112,0,-1.1983376709556155,4,4,4,2,3,4,3,3,4,5,2,5,3,3,-0.7298492686649699,1,0,1,0
27810,113589,-1.5452529269820323,0,-0.8934496976515475,2,1,1,1,2,2,1,2,4,1,4,1,3,2,1.1138811904988208,0,0,0,0
27811,66480,-0.9544920321499282,2,-0.8101532043699071,1,4,1,3,2,1,2,2,5,3,5,3,4,2,0.7604217344638439,1,1,0,0
27812,5427,1.5638639858369836,2,0.8723708684900519,0,0,0,3,3,5,5,5,5,2,2,4,5,4,-0.7298492686649699,0,0,0,1
27813,97070,-0.6914056986124645,2,0.40337519533706145,1,2,2,2,4,2,2,4,5,2,4,3,4,4,1.7496022739041661,0,1,0,0
27814,13956,0.10055347219059227,0,-1.375196060433828,2,5,2,3,4,2,3,4,5,5,5,3,4,4,-0.36613702844948015,1,0,1,0
27815,8582,-1.3484962161230953,2,-1.576567305384824,3,1,1,1,3,3,3,3,3,2,4,3,3,3,-0.7298492686649699,0,0,0,0
27816,107840,-1.2828760678960234,0,-1.0177526813089128,3,3,3,4,4,3,4,4,4,5,3,3,3,4,1.6604644951483765,0,0,1,0
27817,81460,-1.938338528192348,2,1.3423181674497318,2,2,2,2,4,4,4,4,3,5,5,4,4,4,-0.7298492686649699,1,0,0,1
27818,46962,-1.2172377959228748,0,-0.08107381838768504,4,5,4,4,5,4,5,5,3,5,5,3,4,5,1.8826978509789591,0,0,1,0
27820,78743,0.8307836450921969,2,-0.5970662002947219,1,1,1,1,2,5,4,4,4,4,4,5,4,4,-0.7298492686649699,0,0,0,1
27821,94407,1.363707633895261,2,-0.710814481077617,4,4,4,4,2,5,5,5,5,5,5,3,5,3,0.8438074606772864,0,0,0,1
27822,79380,0.4320404515277272,2,1.4777270263893254,4,4,4,4,3,5,4,2,2,2,2,4,2,3,-0.7298492686649699,1,0,0,1
27823,66361,-1.1515808545526753,2,1.1841175698796127,3,1,1,1,3,3,3,1,4,3,3,3,3,3,1.9972249892183627,0,0,0,0
27824,19134,-0.29601355922855527,0,-1.1552461950185942,3,5,3,3,5,3,5,5,4,3,5,3,5,5,-0.7298492686649699,1,0,1,0
27825,29323,1.0970847955459035,0,-0.06706849132539311,2,3,2,1,5,2,1,2,2,2,2,2,2,1,-0.7298492686649699,0,0,1,0
27826,76000,1.4304092236853234,2,-1.269608915669216,5,5,5,5,3,5,3,3,3,5,5,3,4,3,-0.7298492686649699,1,1,0,1
27827,42939,-0.9544920321499282,2,-1.420534814159764,5,5,5,2,4,5,3,4,4,3,4,5,5,4,-0.7298492686649699,1,1,0,1
27828,76463,0.1667829885755603,2,-0.6105739643724045,4,2,4,3,1,3,4,2,2,4,5,2,2,2,1.6754843225031903,1,0,1,0
27829,55852,-1.807369731343213,0,0.6123726539852059,2,5,2,2,2,2,2,2,5,3,5,5,4,2,-0.7298492686649699,1,0,1,0
27830,88651,-0.7572119011563379,0,-0.6144444367963529,1,5,1,1,4,1,4,4,1,1,5,4,4,4,-0.7298492686649699,0,0,1,0
27831,25533,0.697767641052041,0,-0.7409088152968876,2,5,2,3,1,1,2,2,2,2,2,4,2,4,-0.20182380703922256,0,0,1,0
27832,79755,1.230358446402986,2,0.060325239987182255,1,1,1,1,4,4,5,3,3,4,3,5,3,4,-0.7298492686649699,1,0,0,1
27833,99570,-2.0038017334642717,0,-0.1574423713343216,1,1,1,3,1,1,1,1,2,1,4,2,4,1,-0.7298492686649699,0,1,0,0
27834,58606,1.8309678573149282,0,-1.0505793827183105,3,4,3,1,4,5,5,2,2,3,5,5,2,5,0.7604217344638439,0,0,1,0
27835,78798,-1.4796841722063308,0,-0.8101532043699071,3,4,2,3,4,2,4,4,2,2,4,2,3,4,-0.7298492686649699,0,1,0,0
27836,68014,-0.36198434774307364,2,1.6785868164851767,2,2,4,2,4,2,2,2,2,2,2,3,2,1,0.5717532519075998,1,0,0,0
27837,33711,-0.42792450385976155,2,1.2545536527218932,3,2,2,2,2,3,3,3,3,3,3,1,3,3,1.9545464157438528,0,0,0,0
27838,113443,-0.42792450385976155,0,-1.2951862195503394,3,2,2,2,3,3,3,3,3,4,3,3,3,3,-0.7298492686649699,0,0,0,0
27839,112004,-1.0202086092434266,2,1.3817958278900473,4,4,4,4,5,5,5,5,3,4,5,5,5,5,-0.7298492686649699,0,0,0,1
27840,56360,-0.36198434774307364,0,-1.3562406570433343,3,1,3,3,3,3,3,3,5,4,4,4,5,3,-0.7298492686649699,0,0,1,0
27841,107862,-0.6255749137523153,0,-1.2905245954388729,3,1,3,3,3,3,3,3,3,1,4,3,4,3,0.5717532519075998,0,0,0,0
27842,91378,-0.09790067170815119,2,1.2433072838392114,4,4,4,2,1,4,5,1,3,5,4,4,5,1,-0.7298492686649699,0,1,0,0
27843,1753,1.4971281596740271,1,-1.0659941232285535,3,4,4,4,3,3,3,3,1,4,3,4,4,3,-0.7298492686649699,1,0,0,0
27844,49741,-0.42792450385976155,0,-0.9658108590752218,4,5,4,4,2,4,2,2,5,2,4,4,2,2,-0.7298492686649699,0,1,0,0
27845,88123,-0.0317896411453543,2,-0.673094345549379,4,4,4,4,5,4,5,5,4,4,5,3,5,5,1.8375519549299841,0,1,0,1
27846,124610,0.034361822134250174,2,0.8262214337926493,4,4,4,4,4,4,5,4,4,4,4,4,4,5,-0.7298492686649699,0,0,0,1
27847,55743,-0.8229944565168262,1,1.0826527746632584,1,1,1,3,4,1,4,4,3,5,2,1,2,4,-0.20182380703922256,0,1,0,0
27848,53624,0.697767641052041,2,0.9704597081870252,2,1,5,1,1,2,4,2,2,2,2,2,2,3,1.9742894965723772,0,0,0,0
27849,94586,-0.5597185348102248,2,1.303727443278147,4,4,4,4,4,4,4,4,4,3,4,5,5,4,-0.7298492686649699,1,0,0,1
27850,61705,-0.5597185348102248,2,1.804130109884297,1,1,1,1,4,4,4,4,5,3,5,4,4,4,-0.7298492686649699,0,0,0,1
27851,110898,1.2970238717682996,2,-0.6144444367963529,2,1,1,1,4,4,4,2,2,2,2,3,2,1,-0.7298492686649699,1,0,0,0
27852,6678,1.030477750054024,2,-0.8287221219324156,5,5,5,5,3,4,5,5,5,5,5,4,5,3,-0.7298492686649699,0,0,0,1
27853,47716,-1.2828760678960234,1,0.6234449325905083,2,1,2,2,4,2,4,4,4,4,2,4,2,4,-0.7298492686649699,1,0,1,0
27854,36242,-1.2172377959228748,2,-0.28070751525466914,1,5,0,1,2,0,2,2,5,2,2,5,3,2,-0.7298492686649699,0,0,1,0
27855,120484,-0.42792450385976155,0,-0.8060403983691248,2,4,2,3,2,2,2,2,3,2,4,3,4,2,1.8943530899739136,0,0,1,0
27856,30847,-0.4938354635799624,2,-0.09517818752107413,2,2,2,2,4,4,4,4,1,2,2,4,5,4,-0.7298492686649699,0,0,0,1
27857,3532,-0.09790067170815119,2,1.5591382090366492,0,4,0,1,1,4,4,3,3,2,2,1,3,1,-0.7298492686649699,0,0,0,1
27858,57024,-1.414098755399367,0,0.014885378215847844,2,2,2,3,2,3,3,2,4,2,3,3,4,3,1.7496022739041661,0,1,0,0
27859,69814,0.1667829885755603,2,0.21343609422348722,1,1,1,1,2,5,4,3,3,4,3,5,3,5,-0.7298492686649699,0,0,0,1
27860,72572,-0.42792450385976155,2,0.038484517722206915,3,2,2,2,3,3,3,3,1,4,4,3,4,3,-0.7298492686649699,1,0,0,0
27861,92240,-1.0202086092434266,0,-0.31170693496209845,4,4,4,1,3,4,3,3,4,5,4,3,5,3,-0.7298492686649699,1,1,0,1
27862,51949,-0.29601355922855527,2,-1.0221134351063237,4,4,4,4,5,3,2,4,4,4,4,2,4,5,-0.7298492686649699,0,0,0,1
27863,21789,-0.8887542315728034,0,-1.035225491123854,1,5,1,3,2,1,2,2,4,2,5,1,1,2,-0.7298492686649699,1,1,0,0
27864,108571,1.1637118969859905,2,-0.33609277349315836,4,4,4,4,3,5,4,4,4,4,4,4,4,3,1.4996151162967841,0,0,0,1
27865,45755,0.4984315037334507,0,-0.9273234492962291,1,0,1,4,3,1,3,3,1,1,1,4,4,3,-0.7298492686649699,0,1,0,0
27866,71772,-1.2828760678960234,0,0.6362210776911257,3,3,3,3,2,3,2,2,4,4,4,3,5,2,-0.7298492686649699,0,1,0,0
27867,113833,-0.8229944565168262,1,-1.271927900391174,1,1,1,3,1,1,1,1,2,3,3,2,3,1,-0.36613702844948015,1,0,1,0
27868,108373,0.6312962199425015,0,0.9577553312814092,3,4,3,4,3,4,4,3,5,3,3,4,4,4,2.0056538135490865,1,0,1,0
27869,14063,-1.872861302528147,0,-1.0836854923605805,3,2,3,4,2,3,2,2,3,4,4,1,3,2,1.5903444842761043,0,0,1,0
27870,101715,0.7642637550999931,2,1.2067042611273606,1,1,1,1,4,2,2,1,1,2,1,3,1,4,1.6604644951483765,0,0,0,0
27871,2793,-1.4796841722063308,0,-0.21990187780244153,2,2,2,4,5,2,5,5,4,4,3,2,3,5,-0.7298492686649699,0,1,0,0
27872,107594,-1.0859046644234112,0,-0.8598932450523453,3,4,3,2,4,3,4,4,5,5,4,3,5,4,1.7156449558221845,1,1,0,0
27873,46635,-1.414098755399367,0,-1.537080020932063,1,3,1,3,4,1,4,4,4,5,3,3,4,4,-0.36613702844948015,0,1,0,0
27874,106172,-1.2828760678960234,0,-0.8328621697862684,2,4,2,3,5,2,5,5,5,2,5,5,4,5,1.6095462895482284,1,0,1,0
27875,68746,0.034361822134250174,2,1.6441390713421105,5,5,5,5,2,5,5,4,4,4,4,4,4,3,-0.7298492686649699,1,0,0,1
27876,64213,0.4984315037334507,2,0.8178221946444751,1,1,1,1,5,4,5,4,4,4,4,3,4,4,-0.7298492686649699,0,0,0,1
27877,41299,-1.7418634741468217,0,-0.09046572451925822,2,4,2,1,1,2,5,1,5,3,5,5,4,1,-0.7298492686649699,1,0,1,0
27878,58284,0.8973264600105243,0,-0.36779998421167426,2,4,2,5,5,2,5,5,5,2,4,4,4,5,1.1138811904988208,1,0,1,0
27879,41991,1.4304092236853234,2,-1.5592522949794672,0,4,0,4,4,3,2,2,2,2,2,4,2,4,0.9907327016678182,0,0,0,1
27880,100095,0.3656786020597645,2,1.0874275574412757,2,2,2,2,5,4,4,2,2,2,2,2,2,1,-0.5419590692304329,0,0,0,0
27881,21829,-0.09790067170815119,2,1.6406304490740273,4,5,5,5,3,3,3,4,4,4,4,1,4,3,-0.36613702844948015,1,0,0,0
27882,112974,-0.8229944565168262,1,-0.30305606768472865,3,2,2,4,3,2,3,3,1,1,4,3,4,3,0.35098690532699,1,1,0,0
27883,52507,-2.069251229125417,2,-1.4518153745751017,2,4,2,4,3,2,3,3,4,3,5,3,4,3,-0.7298492686649699,1,0,1,0
27884,57246,1.230358446402986,2,-0.45796688834533644,5,5,5,5,4,5,4,4,4,4,4,5,4,5,-0.7298492686649699,0,0,0,1
27885,124748,-1.0202086092434266,2,-1.1710697724627857,4,2,4,3,2,4,4,2,3,3,4,4,3,2,-0.7298492686649699,0,1,0,0
27886,69156,0.9638914079286166,2,-1.3870836871495655,5,5,5,5,2,5,5,5,5,5,5,5,5,4,-0.7298492686649699,1,0,0,1
27887,107220,0.4984315037334507,2,0.8854051880178533,3,1,3,3,3,4,3,4,4,3,4,3,4,1,0.5717532519075998,1,0,1,0
27888,98095,-1.4796841722063308,1,0.037018717567155676,3,2,3,4,2,3,2,2,4,5,3,3,3,2,0.35098690532699,1,1,0,0
27889,35973,1.7641685867713024,1,-1.2835414974110466,4,1,1,1,4,4,4,4,4,4,3,4,3,4,-0.7298492686649699,1,0,0,1
27890,42319,1.8977820570897124,0,-0.6047775154763392,1,0,2,2,4,4,5,4,4,2,4,3,4,4,-0.7298492686649699,0,0,1,0
27891,91842,-0.16397357768671336,2,0.9180114902508602,3,3,3,3,5,5,5,4,4,4,4,3,4,4,1.1138811904988208,0,0,0,1
27892,125920,-1.6108054561551264,0,0.12837392687264826,1,4,1,1,4,1,4,4,5,3,4,4,4,4,-0.7298492686649699,1,0,1,0
27893,104031,-0.9544920321499282,2,0.45923804536412616,5,4,5,3,2,5,2,2,5,2,4,5,5,2,-0.7298492686649699,0,1,0,1
27894,107759,2.031453905197706,0,-0.8976665615422893,4,4,4,4,3,4,4,2,2,4,3,3,2,4,0.22742418129599642,0,0,1,1
27895,9526,1.8977820570897124,2,-1.1439809390438433,4,4,5,4,5,4,5,4,4,5,4,5,4,3,-0.7298492686649699,1,0,1,0
27896,14320,-0.8887542315728034,0,-0.8473913512979349,2,2,2,4,4,2,4,4,4,4,3,1,3,4,1.1138811904988208,0,1,0,0
27897,48715,0.034361822134250174,2,-1.2028997335547158,4,4,4,4,3,4,4,5,5,5,5,3,5,3,-0.36613702844948015,1,0,0,1
27898,74675,-1.938338528192348,0,0.3772159448904548,4,4,4,1,4,4,4,4,5,3,5,3,4,4,-0.7298492686649699,0,0,1,1
27899,65220,1.0970847955459035,2,-1.2998528242840508,4,4,4,4,5,4,5,4,4,4,4,4,4,3,-0.7298492686649699,0,0,0,1
27900,39872,-1.0859046644234112,0,-1.306862070578019,2,5,2,3,1,2,1,1,4,4,3,2,3,1,-0.7298492686649699,0,0,1,0
27901,53542,1.8309678573149282,1,1.2934868554103742,3,5,3,3,3,3,3,5,4,5,5,3,3,3,-0.7298492686649699,0,0,1,0
27902,56788,-1.0202086092434266,2,0.7748118767883172,5,5,5,5,5,4,5,5,5,2,5,5,4,5,-0.048475595037772844,0,0,0,1
27903,21515,-0.23001055446046242,0,-0.91034690264803,2,5,2,4,3,2,3,3,5,3,4,4,4,3,-0.7298492686649699,0,0,1,0
27905,33917,0.2993473541333881,0,-1.271927900391174,3,2,2,2,4,3,4,4,2,2,3,4,4,4,-0.7298492686649699,1,0,0,0
27906,105366,0.8307836450921969,2,-0.9744181948773838,1,1,1,1,2,4,4,4,4,4,4,5,4,4,-0.7298492686649699,1,0,0,1
27907,95608,-2.069251229125417,2,1.219397377752598,2,2,2,2,4,4,4,4,4,4,4,3,4,4,-0.7298492686649699,1,0,0,1
27908,105449,0.034361822134250174,2,1.3305579360765076,5,5,5,5,3,4,5,5,5,4,5,3,5,3,1.5480059091752456,0,0,0,1
27909,102497,0.6312962199425015,0,-0.7268301649630344,3,4,3,3,1,3,4,5,5,3,5,3,5,3,1.6604644951483765,0,0,1,0
27910,64107,0.10055347219059227,2,-0.18024788270586184,3,3,3,3,5,4,4,4,4,4,4,4,4,5,-0.7298492686649699,0,0,0,1
27911,28044,0.034361822134250174,2,0.8767332889794218,1,1,1,1,2,4,4,4,4,4,4,5,4,5,0.8438074606772864,1,0,0,1
